19620105      3.24
19620112      3.32
19620119      3.29
19620126      3.26
19620202      3.29
19620209      3.29
19620216      3.31
19620223      3.29
19620302      3.20
19620309      3.15
19620316      3.10
19620323      2.99
19620330      2.96
19620406      2.91
19620413      2.97
19620420      3.00
19620427      3.06
19620504      3.06
19620511      3.01
19620518      3.04
19620525      3.03
19620601      2.98
19620608      2.96
19620615      2.97
19620622      3.04
19620629      3.16
19620706      3.22
19620713      3.27
19620720      3.33
19620727      3.32
19620803      3.30
19620810      3.28
19620817      3.21
19620824      3.15
19620831      3.11
19620907      3.13
19620914      3.06
19620921      3.04
19620928      3.03
19621005      2.98
19621012      2.99
19621019      2.96
19621026      2.98
19621102      2.98
19621109      2.98
19621116      2.99
19621123      3.01
19621130      3.03
19621207      3.02
19621214      2.99
19621221      3.00
19621228      3.01
19630104      3.04
19630111      3.03
19630118      3.01
19630125      3.06
19630201      3.05
19630208      3.00
19630215      3.00
19630222      3.01
19630301      3.03
19630308      2.99
19630315      3.00
19630322      3.05
19630329      3.10
19630405      3.08
19630412      3.10
19630419      3.14
19630426      3.13
19630503      3.11
19630510      3.09
19630517      3.09
19630524      3.12
19630531      3.19
19630607      3.23
19630614      3.18
19630621      3.19
19630628      3.19
19630705      3.29
19630712      3.50
19630719      3.55
19630726      3.51
19630802      3.49
19630809      3.50
19630816      3.53
19630823      3.55
19630830      3.58
19630906      3.58
19630913      3.57
19630920      3.58
19630927      3.56
19631004      3.59
19631011      3.61
19631018      3.64
19631025      3.69
19631101      3.68
19631108      3.75
19631115      3.77
19631122      3.73
19631129      3.73
19631206      3.78
19631213      3.80
19631220      3.83
19631227      3.84
19640103      3.84
19640110      3.81
19640117      3.79
19640124      3.77
19640131      3.78
19640207      3.74
19640214      3.75
19640221      3.78
19640228      3.86
19640306      3.91
19640313      3.90
19640320      3.90
19640327      3.94
19640403      3.95
19640410      3.93
19640417      3.93
19640424      3.89
19640501      3.85
19640508      3.86
19640515      3.82
19640522      3.84
19640529      3.84
19640605      3.84
19640612      3.85
19640619      3.85
19640626      3.82
19640703      3.79
19640710      3.75
19640717      3.67
19640724      3.71
19640731      3.70
19640807      3.70
19640814      3.74
19640821      3.75
19640828      3.77
19640904      3.83
19640911      3.86
19640918      3.85
19640925      3.82
19641002      3.84
19641009      3.86
19641016      3.87
19641023      3.87
19641030      3.87
19641106      3.86
19641113      3.85
19641120      3.86
19641127      4.03
19641204      4.07
19641211      4.03
19641218      3.99
19641225      4.01
19650101      4.01
19650108      3.94
19650115      3.94
19650122      3.94
19650129      3.94
19650205      3.98
19650212      4.02
19650219      4.04
19650226      4.08
19650305      4.10
19650312      4.08
19650319      4.04
19650326      4.04
19650402      4.04
19650409      4.04
19650416      4.03
19650423      4.04
19650430      4.04
19650507      4.03
19650514      4.02
19650521      4.03
19650528      4.04
19650604      4.03
19650611      4.03
19650618      4.00
19650625      3.94
19650702      3.96
19650709      3.98
19650716      3.98
19650723      3.98
19650730      4.00
19650806      4.03
19650813      4.05
19650820      4.07
19650827      4.10
19650903      4.14
19650910      4.15
19650917      4.17
19650924      4.22
19651001      4.35
19651008      4.29
19651015      4.26
19651022      4.29
19651029      4.32
19651105      4.37
19651112      4.38
19651119      4.36
19651126      4.39
19651203      4.41
19651210      4.61
19651217      4.73
19651224      4.81
19651231      4.91
19660107      4.90
19660114      4.87
19660121      4.86
19660128      4.87
19660204      4.88
19660211      4.92
19660218      4.97
19660225      4.99
19660304      5.01
19660311      5.01
19660318      5.00
19660325      4.92
19660401      4.91
19660408      4.87
19660415      4.91
19660422      4.90
19660429      4.91
19660506      4.93
19660513      4.89
19660520      4.90
19660527      5.00
19660603      5.03
19660610      5.03
19660617      4.99
19660624      4.87
19660701      4.96
19660708      5.07
19660715      5.20
19660722      5.22
19660729      5.21
19660805      5.23
19660812      5.33
19660819      5.59
19660826      5.79
19660902      5.89
19660909      5.80
19660916      5.91
19660923      5.88
19660930      5.68
19661007      5.62
19661014      5.60
19661021      5.58
19661028      5.54
19661104      5.54
19661111      5.61
19661118      5.59
19661125      5.49
19661202      5.45
19661209      5.44
19661216      5.20
19661223      5.04
19661230      5.01
19670106      4.93
19670113      4.77
19670120      4.69
19670127      4.69
19670203      4.61
19670210      4.63
19670217      4.76
19670224      4.83
19670303      4.69
19670310      4.56
19670317      4.30
19670324      4.20
19670331      4.15
19670407      4.11
19670414      4.09
19670421      4.11
19670428      4.11
19670505      4.13
19670512      4.14
19670519      4.15
19670526      4.18
19670602      4.19
19670609      4.23
19670616      4.45
19670623      4.55
19670630      4.79
19670707      5.00
19670714      4.94
19670721      4.98
19670728      5.10
19670804      5.09
19670811      5.13
19670818      5.10
19670825      5.14
19670901      5.18
19670908      5.17
19670915      5.21
19670922      5.27
19670929      5.31
19671006      5.30
19671013      5.33
19671020      5.41
19671027      5.42
19671103      5.49
19671110      5.63
19671117      5.61
19671124      5.64
19671201      5.64
19671208      5.71
19671215      5.70
19671222      5.70
19671229      5.74
19680105      5.63
19680112      5.46
19680119      5.35
19680126      5.37
19680202      5.35
19680209      5.43
19680216      5.40
19680223      5.41
19680301      5.44
19680308      5.47
19680315      5.63
19680322      5.66
19680329      5.60
19680405      5.50
19680412      5.54
19680419      5.72
19680426      5.91
19680503      6.01
19680510      6.05
19680517      6.13
19680524      6.32
19680531      6.15
19680607      6.04
19680614      6.04
19680621      5.94
19680628      5.92
19680705      5.84
19680712      5.70
19680719      5.69
19680726      5.50
19680802      5.42
19680809      5.38
19680816      5.48
19680823      5.47
19680830      5.44
19680906      5.43
19680913      5.50
19680920      5.43
19680927      5.42
19681004      5.46
19681011      5.57
19681018      5.57
19681025      5.59
19681101      5.66
19681108      5.72
19681115      5.75
19681122      5.77
19681129      5.76
19681206      5.96
19681213      6.02
19681220      6.24
19681227      6.51
19690103      6.44
19690110      6.49
19690117      6.29
19690124      6.22
19690131      6.32
19690207      6.41
19690214      6.39
19690221      6.41
19690228      6.43
19690307      6.44
19690314      6.34
19690321      6.31
19690328      6.27
19690404      6.25
19690411      6.25
19690418      6.25
19690425      6.28
19690502      6.29
19690509      6.34
19690516      6.42
19690523      6.42
19690530      6.58
19690606      6.79
19690613      7.09
19690620      6.91
19690627      7.26
19690704      7.69
19690711      7.68
19690718      7.53
19690725      7.53
19690801      7.58
19690808      7.48
19690815      7.58
19690822      7.45
19690829      7.63
19690905      7.74
19690912      7.80
19690919      7.81
19690926      7.83
19691003      7.97
19691010      7.82
19691017      7.60
19691024      7.39
19691031      7.54
19691107      7.68
19691114      7.80
19691121      8.01
19691128      8.04
19691205      8.02
19691212      8.16
19691219      8.17
19691226      8.21
19700102      8.34
19700109      8.18
19700116      8.00
19700123      8.04
19700130      8.15
19700206      7.94
19700213      7.72
19700220      7.43
19700227      7.21
19700306      7.05
19700313      6.98
19700320      7.03
19700327      6.79
19700403      6.86
19700410      6.81
19700417      6.87
19700424      7.18
19700501      7.65
19700508      7.72
19700515      7.78
19700522      7.72
19700529      7.78
19700605      7.57
19700612      7.58
19700619      7.60
19700626      7.50
19700703      7.36
19700710      7.23
19700717      7.06
19700724      7.02
19700731      7.03
19700807      7.07
19700814      7.17
19700821      7.02
19700828      6.71
19700904      6.83
19700911      6.86
19700918      6.78
19700925      6.55
19701002      6.60
19701009      6.52
19701016      6.43
19701023      6.39
19701030      6.30
19701106      6.11
19701113      5.87
19701120      5.26
19701127      5.00
19701204      5.04
19701211      5.09
19701218      4.94
19701225      4.95
19710101      4.96
19710108      4.98
19710115      4.68
19710122      4.35
19710129      4.26
19710205      4.17
19710212      3.96
19710219      3.71
19710226      3.68
19710305      3.72
19710312      3.58
19710319      3.60
19710326      3.71
19710402      3.95
19710409      4.07
19710416      4.26
19710423      4.31
19710430      4.65
19710507      4.86
19710514      4.96
19710521      5.20
19710528      5.12
19710604      5.05
19710611      5.40
19710618      5.81
19710625      5.86
19710702      6.18
19710709      6.06
19710716      5.83
19710723      6.03
19710730      6.20
19710806      6.21
19710813      6.22
19710820      5.51
19710827      5.47
19710903      5.34
19710910      5.39
19710917      5.47
19710924      5.44
19711001      5.33
19711008      5.12
19711015      4.90
19711022      4.85
19711029      4.66
19711105      4.57
19711112      4.69
19711119      4.60
19711126      4.76
19711203      4.72
19711210      4.67
19711217      4.64
19711224      4.61
19711231      4.45
19720107      4.41
19720114      4.14
19720121      4.22
19720128      4.33
19720204      4.40
19720211      4.27
19720218      4.16
19720225      4.26
19720303      4.28
19720310      4.35
19720317      4.80
19720324      4.84
19720331      5.02
19720407      5.17
19720414      5.12
19720421      4.93
19720428      4.64
19720505      4.60
19720512      4.66
19720519      4.69
19720526      4.61
19720602      4.69
19720609      4.85
19720616      4.86
19720623      4.96
19720630      5.11
19720707      5.08
19720714      5.04
19720721      4.91
19720728      4.87
19720804      4.82
19720811      4.83
19720818      4.84
19720825      5.09
19720901      5.39
19720908      5.46
19720915      5.51
19720922      5.54
19720929      5.60
19721006      5.60
19721013      5.53
19721020      5.53
19721027      5.44
19721103      5.38
19721110      5.27
19721117      5.20
19721124      5.25
19721201      5.35
19721208      5.44
19721215      5.48
19721222      5.57
19721229      5.64
19730105      5.70
19730112      5.78
19730119      5.89
19730126      6.03
19730202      6.15
19730209      6.16
19730216      6.04
19730223      6.20
19730302      6.43
19730309      6.64
19730316      6.90
19730323      7.03
19730330      7.00
19730406      7.01
19730413      6.82
19730420      6.76
19730427      6.79
19730504      6.83
19730511      6.77
19730518      6.78
19730525      7.03
19730601      7.16
19730608      7.22
19730615      7.20
19730622      7.29
19730629      7.53
19730706      8.05
19730713      8.12
19730720      8.41
19730727      8.72
19730803      8.90
19730810      9.18
19730817      8.89
19730824      8.66
19730831      8.50
19730907      8.39
19730914      8.59
19730921      8.40
19730928      7.87
19731005      7.67
19731012      7.43
19731019      7.38
19731026      7.21
19731102      7.26
19731109      7.73
19731116      7.89
19731123      7.48
19731130      7.26
19731207      7.45
19731214      7.25
19731221      7.08
19731228      7.32
19740104      7.32
19740111      7.39
19740118      7.49
19740125      7.54
19740201      7.23
19740208      6.80
19740215      6.81
19740222      6.85
19740301      7.11
19740308      7.30
19740315      7.43
19740322      8.06
19740329      8.35
19740405      8.47
19740412      8.58
19740419      8.58
19740426      8.71
19740503      9.00
19740510      9.19
19740517      8.76
19740524      8.46
19740531      8.54
19740607      8.63
19740614      8.63
19740621      8.60
19740628      8.82
19740705      9.04
19740712      9.00
19740719      8.61
19740726      8.49
19740802      9.03
19740809      9.08
19740816      9.09
19740823      9.53
19740830      9.83
19740906      9.59
19740913      9.09
19740920      8.68
19740927      8.41
19741004      8.31
19741011      7.97
19741018      8.09
19741025      7.89
19741101      8.00
19741108      7.80
19741115      7.59
19741122      7.55
19741129      7.63
19741206      7.55
19741213      7.24
19741220      7.10
19741227      7.33
19750103      7.29
19750110      7.01
19750117      7.02
19750124      6.70
19750131      6.44
19750207      5.93
19750214      6.07
19750221      5.86
19750228      6.08
19750307      6.06
19750314      6.00
19750321      6.09
19750328      6.24
19750404      6.65
19750411      6.97
19750418      6.83
19750425      7.02
19750502      6.89
19750509      6.61
19750516      6.30
19750523      6.21
19750530      6.26
19750606      6.20
19750613      5.89
19750620      6.20
19750627      6.74
19750704      6.92
19750711      6.96
19750718      6.97
19750725      7.30
19750801      7.38
19750808      7.63
19750815      7.73
19750822      7.80
19750829      7.71
19750905      7.62
19750912      7.70
19750919      7.88
19750926      7.75
19751003      7.70
19751010      7.25
19751017      7.00
19751024      6.73
19751031      6.44
19751107      6.30
19751114      6.38
19751121      6.58
19751128      6.68
19751205      6.75
19751212      6.88
19751219      6.65
19751226      6.32
19760102      6.18
19760109      5.96
19760116      5.77
19760123      5.74
19760130      5.68
19760206      5.82
19760213      5.82
19760220      5.96
19760227      6.02
19760305      6.39
19760312      6.23
19760319      6.23
19760326      6.06
19760402      6.12
19760409      5.96
19760416      5.75
19760423      5.84
19760430      6.02
19760507      6.09
19760514      6.29
19760521      6.54
19760528      6.69
19760604      6.69
19760611      6.52
19760618      6.48
19760625      6.45
19760702      6.46
19760709      6.28
19760716      6.12
19760723      6.21
19760730      6.11
19760806      6.10
19760813      6.02
19760820      6.00
19760827      5.93
19760903      5.91
19760910      5.89
19760917      5.87
19760924      5.76
19761001      5.80
19761008      5.63
19761015      5.38
19761022      5.41
19761029      5.50
19761105      5.45
19761112      5.51
19761119      5.33
19761126      5.05
19761203      4.92
19761210      4.93
19761217      4.91
19761224      4.86
19761231      4.87
19770107      5.02
19770114      5.22
19770121      5.38
19770128      5.50
19770204      5.57
19770211      5.40
19770218      5.37
19770225      5.54
19770304      5.55
19770311      5.52
19770318      5.49
19770325      5.49
19770401      5.45
19770408      5.43
19770415      5.39
19770422      5.41
19770429      5.54
19770506      5.67
19770513      5.87
19770520      5.93
19770527      5.91
19770603      5.86
19770610      5.83
19770617      5.80
19770624      5.79
19770701      5.72
19770708      5.81
19770715      5.88
19770722      5.99
19770729      6.08
