   2.244   1.715
   4.830   0.992
   1.482   0.406
  11.415   4.412
   6.899   3.854
  -3.233  -5.979
  -2.605   0.844
   9.637   3.199
   8.654   5.441
   2.270   0.410
  -2.781  -0.102
   0.000   4.510
   7.546   5.944
   2.720   0.644
   3.183  -1.852
   3.317   4.701
  -5.757  -4.142
  -6.773  -2.636
   2.397   6.644
   7.109   3.854
   2.469  -0.086
  -1.970  -1.386
   2.214  -0.262
   3.175   3.816
  -1.697   1.545
   0.973  -3.713
   8.516   4.662
  -2.759  -4.405
   4.110   2.290
   6.183   4.507
   2.538   1.748
   2.270  -1.468
  -1.042  -1.977
   1.869  -0.081
   7.146   4.544
   6.951   3.485
  -1.278  -0.718
  -1.109  -1.837
  -4.832  -2.383
  -1.396  -2.685
   0.401  -0.326
  -2.678  -1.643
   0.832   2.496
  -6.192  -5.952
   0.000   0.129
   8.176   4.970
   0.618   0.892
  -0.419   0.202
   5.704   4.992
   1.766   0.268
   3.686   2.976
   6.275   4.784
   3.861   3.238
   1.559   0.069
  11.969   5.560
  -4.362  -3.459
  15.507   7.986
  -0.693  -1.969
   4.087   7.771
   6.598   4.957
   0.890   1.791
  -2.475   0.354
  -0.799  -0.491
   5.210   3.704
  -0.637  -0.132
  11.907   7.909
  22.474   5.892
  -5.452  -0.784
  10.829   1.129
  -5.685  -3.093
   9.809   7.220
  -4.750  -0.066
  -6.996  -3.718
   5.635   3.410
   3.002   6.696
  -5.811  -0.206
  -3.774  -6.799
   7.496   3.841
   4.614   5.024
   1.055  -3.880
  -1.335  -4.653
  -1.626   0.506
  -3.900  -1.103
   1.142   3.466
  -8.598  -4.268
  -2.191  -3.319
  -0.322   1.946
   9.209   3.628
   1.455   3.628
   0.583  -0.127
   4.546   1.134
  -2.817  -5.779
  -7.499  -6.392
  -3.165  -3.259
  -6.647   1.594
  -6.849  -4.235
   3.663   4.187
  -0.722  -2.084
   3.255   3.038
   6.543   3.133
   4.879   1.485
   1.911   2.575
  10.189   4.220
  -0.572   1.180
