   -0.077922 460228
    0.018592 460330
   -0.100000 460430
    0.209877 460531
    0.005128 460628
    0.076531 460731
   -0.045498 460830
   -0.027500 460930
   -0.015424 461031
    0.067363 461130
    0.185714 461231
   -0.032359 470131
   -0.079180 470228
   -0.009434 470331
    0.038095 470430
    0.033945 470529
    0.071429 470630
    0.008333 470731
   -0.035537 470829
    0.137931 470930
   -0.015152 471031
   -0.023077 471129
    0.111111 471231
   -0.121429 480131
   -0.065041 480228
    0.078947 480331
    0.097561 480430
    0.051852 480528
    0.006206 480630
   -0.034361 480730
   -0.014599 480831
   -0.089552 480930
    0.133197 481030
   -0.130561 481130
    0.132353 481231
    0.035250 490131
    0.039068 490228
    0.038261 490331
   -0.028476 490430
    0.004828 490531
   -0.017301 490630
    0.028169 490729
    0.143151 490831
    0.015106 490930
    0.047619 491031
    0.006534 491130
    0.137980 491231
   -0.002500 500131
   -0.018045 500228
    0.028278 500331
    0.140000 500429
    0.107018 500531
   -0.131474 500630
   -0.100917 500731
    0.100000 500831
    0.056075 500929
    0.097345 501031
    0.217742 501130
    0.036667 501230
    0.080386 510131
   -0.098214 510228
    0.036545 510331
    0.182692 510430
   -0.018970 510531
   -0.016667 510629
    0.056497 510731
   -0.053476 510831
   -0.076705 510928
    0.095385 511031
    0.002809 511130
    0.087324 511231
   -0.067358 520131
   -0.072222 520229
   -0.021084 520331
   -0.012308 520430
    0.056075 520529
    0.002967 520630
    0.011834 520731
   -0.029240 520829
    0.000000 520930
    0.015152 521031
    0.053731 521128
    0.091168 521231
   -0.049608 530130
   -0.013736 530227
   -0.025210 530331
    0.017241 530430
    0.050847 530529
    0.024324 530630
    0.029024 530731
   -0.094872 530831
    0.068376 530930
    0.066667 531030
    0.175000 531130
   -0.008547 531231
   -0.043103 540129
    0.025676 540226
    0.094923 540331
    0.078629 540430
    0.051215 540528
   -0.035714 540630
    0.011111 540730
   -0.035165 540831
    0.095420 540930
   -0.031359 541029
    0.080576 541130
    0.150502 541231
   -0.020349 550131
    0.075964 550228
    0.030471 550331
   -0.032258 550429
    0.087778 550531
    0.151282 550630
   -0.040089 550729
   -0.058933 550831
    0.024752 550930
   -0.036232 551031
    0.077193 551130
    0.046729 551230
   -0.053571 560131
    0.142217 560229
    0.152332 560329
    0.025180 560430
   -0.042105 560531
    0.088235 560629
   -0.003378 560731
   -0.055932 560831
   -0.088288 560928
    0.019763 561031
    0.011628 561130
    0.032692 561231
   -0.076350 570131
   -0.019355 570228
    0.070248 570329
    0.104247 570430
    0.095105 570531
    0.149038 570628
   -0.001395 570731
   -0.062291 570830
   -0.022422 570930
   -0.055046 571031
