    0.097735 571129
   -0.081361 571231
    0.004831 580131
   -0.029808 580228
    0.025539 580331
   -0.021104 580430
    0.065340 580529
    0.001563 580630
    0.135725 580731
    0.032967 580829
   -0.013298 580930
    0.065229 581031
    0.053299 581128
    0.100000 581231
    0.040526 590130
    0.064000 590227
    0.039683 590331
    0.120229 590430
   -0.047019 590529
    0.068100 590630
   -0.011745 590731
   -0.038031 590831
   -0.007965 590930
    0.043711 591030
    0.151453 591130
    0.047619 591231
   -0.080966 600129
    0.153168 600229
   -0.047683 600331
    0.088858 600429
    0.098187 600531
    0.109929 600630
   -0.054313 600729
   -0.018243 600831
   -0.096552 600930
   -0.022901 601031
    0.070703 601130
    0.080439 601230
    0.013536 610131
    0.105509 610228
    0.004539 610330
    0.016566 610428
   -0.030815 610531
   -0.012251 610630
   -0.052713 610731
    0.003928 610831
   -0.039216 610929
   -0.011905 611031
    0.007573 611130
   -0.080479 611229
   -0.016760 620131
    0.014394 620228
    0.044944 620330
   -0.089606 620430
   -0.130709 620531
   -0.147727 620629
    0.085333 620731
    0.065356 620831
   -0.101852 620928
   -0.025773 621031
    0.157672 621130
   -0.027523 621231
    0.134434 630131
   -0.031601 630228
    0.006466 630329
    0.051392 630430
   -0.030957 630531
   -0.035865 630628
    0.039387 630731
    0.064842 630830
   -0.031746 630930
    0.088115 631031
   -0.009793 631129
   -0.013359 631231
    0.067698 640131
   -0.021739 640228
   -0.039033 640331
   -0.036750 640430
   -0.040161 640528
   -0.012605 640630
    0.021277 640731
   -0.037500 640831
   -0.015217 640930
    0.059603 641030
   -0.037500 641130
   -0.036957 641231
    0.151242 650129
   -0.034902 650226
    0.000000 650331
    0.000000 650430
   -0.017959 650528
   -0.037578 650630
   -0.052061 650730
    0.009611 650831
    0.082005 650930
    0.056842 651029
    0.066135 651130
    0.020638 651231
    0.014706 660131
   -0.021014 660228
   -0.018587 660331
    0.132576 660429
    0.004013 660531
   -0.011706 660630
    0.096447 660729
   -0.070370 660831
    0.030000 660930
   -0.017799 661031
    0.058320 661130
   -0.025000 661230
    0.089744 670131
    0.027353 670228
    0.060345 670331
   -0.056911 670428
   -0.020690 670531
   -0.048601 670630
    0.052632 670731
   -0.019706 670831
    0.078313 670929
   -0.001397 671031
    0.023217 671130
    0.037037 671229
   -0.068783 680131
   -0.052699 680229
    0.042169 680329
    0.170520 680430
    0.106049 680531
   -0.043673 680628
   -0.065574 680730
    0.062531 680830
   -0.022485 680930
    0.049637 681031
    0.052941 681129
   -0.080220 681231
   -0.052569 690131
   -0.035057 690228
    0.080052 690328
    0.013366 690430
    0.032614 690529
   -0.058275 690630
    0.009901 690731
    0.062745 690829
    0.003472 690930
    0.051903 691031
   -0.004167 691128
   -0.030939 691231
   -0.084379 700130
    0.090286 700227
   -0.041284 700331
   -0.102871 700430
   -0.094000 700529
   -0.106509 700630
    0.069536 700731
    0.093653 700831
    0.005690 700930
    0.001414 701030
    0.020480 701130
    0.101530 701231
    0.000000 710129
    0.052652 710226
    0.086747 710331
    0.015521 710430
   -0.000328 710528
    0.067982 710630
   -0.053388 710730
    0.039805 710831
    0.025131 710930
   -0.019408 711029
    0.020521 711130
    0.106557 711231
   -0.005556 720131
    0.052000 720229
    0.047069 720330
   -0.043257 720428
    0.091177 720531
   -0.005705 720630
    0.081967 720731
   -0.028903 720831
    0.000000 720929
    0.039124 721031
    0.025488 721130
    0.008837 721229
   -0.016058 730131
   -0.035608 730228
    0.043210 730330
   -0.075444 730430
    0.062400 730531
    0.012085 730629
    0.020896 730731
    0.009064 730831
    0.040698 730928
   -0.033520 731031
   -0.093642 731130
   -0.001600 731231
   -0.025641 740131
    0.013980 740228
   -0.032573 740329
   -0.037037 740430
   -0.007867 740531
    0.040708 740628
   -0.115646 740731
   -0.072115 740830
   -0.183333 740930
    0.257653 741031
   -0.138945 741129
   -0.125592 741231
   -0.002710 750131
    0.181250 750228
   -0.055556 750331
    0.174020 750430
    0.103758 750530
    0.022814 750630
   -0.148699 750731
   -0.031223 750829
   -0.074830 750930
    0.129902 751031
    0.070933 751128
   -0.095723 751231
    0.128378 760130
   -0.080040 760227
    0.120087 760331
   -0.035088 760430
   -0.105253 760528
    0.011364 760630
    0.085393 760730
    0.030849 760831
    0.040404 760930
   -0.064078 761029
   -0.047925 761130
   -0.006579 761231
   -0.108168 770131
    0.018317 770228
   -0.017157 770331
   -0.032419 770429
   -0.001546 770531
    0.028646 770630
    0.015190 770729
    0.048379 770831
   -0.028777 770930
   -0.051852 771031
    0.016667 771130
    0.002584 771230
   -0.033505 780131
   -0.026667 780228
   -0.030471 780331
    0.168571 780428
    0.053790 780531
    0.030445 780630
    0.086364 780731
    0.046025 780831
   -0.060484 780929
   -0.019313 781031
    0.048140 781130
    0.063158 781229
   -0.017822 790131
   -0.081048 790228
    0.026608 790330
   -0.032397 790430
   -0.000446 790531
    0.018059 790629
   -0.057650 790731
    0.063059 790831
   -0.073826 790928
   -0.033816 791031
    0.004500 791130
    0.012594 791231
   -0.014925 800131
    0.024242 800229
   -0.005000 800331
    0.060302 800430
    0.041706 800530
   -0.020737 800630
    0.105882 800731
   -0.002979 800829
    0.030238 800930
   -0.062893 801031
    0.097539 801128
   -0.026804 801231
   -0.014831 810130
    0.092473 810227
    0.005976 810331
   -0.041584 810430
   -0.057851 810529
    0.022222 810630
   -0.056522 810731
   -0.039171 810831
   -0.026764 810930
   -0.007500 811030
    0.108312 811130
    0.004608 811231
    0.029817 820129
   -0.008018 820226
   -0.006834 820331
    0.006881 820430
   -0.049203 820528
    0.036496 820630
   -0.002347 820730
    0.172706 820831
    0.034553 820930
    0.143418 821029
    0.029897 821130
    0.011804 821231
    0.003333 830131
    0.049169 830228
    0.000000 830331
    0.088000 830429
    0.030294 830531
   -0.034582 830630
   -0.050746 830729
   -0.003774 830831
    0.060606 830930
    0.022556 831031
    0.017059 831130
   -0.036496 831230
   -0.060606 840131
   -0.016452 840229
   -0.034826 840330
    0.039519 840430
    0.001322 840531
    0.030050 840629
   -0.017828 840731
    0.100330 840831
   -0.083333 840928
    0.076033 841031
   -0.027957 841130
    0.004792 841231
    0.073132 850131
   -0.017778 850228
    0.003049 850329
   -0.063830 850430
   -0.014610 850531
    0.040000 850628
    0.025641 850731
   -0.032812 850830
   -0.006536 850930
    0.023026 851031
    0.096463 851129
    0.063704 851231
    0.012535 860131
    0.096561 860228
    0.065823 860331
   -0.004751 860430
    0.026492 860530
    0.066823 860630
   -0.024176 860731
    0.020495 860829
   -0.104561 860930
    0.085714 861031
    0.033410 861128
    0.041295 861231
    0.109325 870130
   -0.007304 870227
    0.014706 870331
   -0.012560 870430
    0.008258 870529
    0.108504 870630
    0.040564 870731
    0.089356 870831
    0.023474 870930
   -0.278287 871030
   -0.004831 871130
    0.105150 871231
   -0.060194 880129
   -0.016033 880229
   -0.025424 880331
    0.028261 880429
    0.053362 880531
    0.068826 880630
   -0.032197 880729
   -0.046497 880831
    0.066253 880930
   -0.056311 881031
    0.002551 881130
    0.026915 881230
    0.104839 890131
   -0.039781 890228
    0.028791 890331
    0.067164 890428
    0.026573 890531
   -0.024055 890630
    0.070423 890731
    0.048026 890831
   -0.049051 890929
   -0.046589 891031
    0.084119 891130
    0.034091 891229
   -0.018838 900131
    0.034944 900228
    0.015601 900330
   -0.024578 900430
    0.050142 900531
    0.048411 900629
    0.043290 900731
   -0.120553 900831
   -0.020635 900928
    0.024311 901031
    0.037722 901130
    0.055385 901231
   -0.010204 910131
    0.051900 910228
    0.000000 910328
    0.007062 910430
    0.077475 910531
   -0.017060 910628
   -0.062750 910731
   -0.001083 910830
    0.037410 910930
    0.009709 911031
   -0.038132 911129
    0.097983 911231
   -0.044619 920131
    0.008791 920228
   -0.024725 920331
    0.056338 920430
    0.028533 920529
    0.014379 920630
    0.030928 920731
   -0.007000 920831
    0.040609 920930
    0.003659 921030
   -0.000729 921130
   -0.013480 921231
   -0.026087 930129
    0.085000 930226
    0.037915 930331
    0.015982 930430
    0.022067 930528
   -0.043189 930630
   -0.027778 930730
    0.051952 930831
   -0.061574 930930
    0.008505 931029
    0.058602 931130
   -0.002294 931231
   -0.013793 940131
   -0.009277 940228
   -0.060498 940331
   -0.010101 940429
    0.049796 940531
   -0.026961 940630
    0.070529 940729
    0.045929 940831
    0.002268 940930
    0.002262 941031
   -0.066546 941130
    0.041463 941230
   -0.018735 950131
    0.054320 950228
    0.061644 950331
    0.025806 950428
    0.014172 950531
   -0.043750 950630
   -0.013072 950731
   -0.027020 950831
    0.032037 950929
    0.008869 951031
    0.157714 951130
    0.015296 951229
   -0.028249 960131
    0.016977 960229
   -0.007678 960329
    0.017408 960430
    0.045171 960531
    0.010989 960628
   -0.022691 960731
    0.065231 960830
    0.014545 960930
    0.094982 961031
    0.102979 961129
   -0.008955 961231
    0.027108 970131
    0.085396 970228
   -0.080163 970331
    0.028065 970430
    0.062126 970530
    0.112925 970630
   -0.073350 970731
   -0.045858 970829
    0.028512 970930
   -0.010142 971031
    0.070683 971128
   -0.157793 971231
